Processo SEI,ID,Especificacao,Tipo,Atribuicao,Etiqueta,Anotacao,Link_Permanente,Qtd_Ocorrencias
23117.079464/2023-31,5539051,(Não Visualizado) Recolhimento Mesa - Status Baixa Realizada STP,Material: Recolhimento de Material ao Depósito,,COLETA DE BENS,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=5539051,1
23117.079739/2025-07,7602823,ICHPO Recolhimento de materiais para baixa do laboratório NAAGEO do curso de Geografia pontal,Material: Recolhimento de Material ao Depósito,,FAZER TBP,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=7602823,1
23117.081421/2022-35,4527106,Recolhimento de bens (Armário e Ar Condicionado),Material: Recolhimento de Material ao Depósito,marco.nunes1,,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=4527106,1
23117.081553/2022-67,4528705,Recolhimento de bens patrimoniais da FAGEN - SM - FAGEN - 1F,Material: Recolhimento de Material ao Depósito,genilson.rosa,Aguardando Aceite STP,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=4528705,1
23117.081853/2024-16,6592209,(Não Visualizado) CTIC - COLETA,Material: Recolhimento de Material ao Depósito,,COLETA DE BENS,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=6592209,1
23117.081994/2024-21,6594037,M. Carmelo - Coleta,Material: Recolhimento de Material ao Depósito,,FAZER TBP,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=6594037,1
23117.083016/2023-32,5577187,Solicito retirada de bem,Material: Recolhimento de Material ao Depósito,genilson.rosa,Aguardando Aceite STP,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=5577187,1
23117.083930/2023-83,5587827,Solicito retirada de bem em desuso - Aquecedor,Material: Recolhimento de Material ao Depósito,cpetrag,Aguardando Aceite STP,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=5587827,1
23117.084113/2024-23,6613813,(Não Visualizado) coleta notebook COREMU,Material: Recolhimento de Material ao Depósito,,COLETA DE BENS,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=6613813,1
23117.084201/2025-14,7657290,(Não Visualizado) ESEBA - COLETA,Material: Recolhimento de Material ao Depósito,,COLETA DE BENS,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=7657290,1
23117.084331/2023-87,5592307,Coleta bens em desuso,Material: Recolhimento de Material ao Depósito,cpetrag,Aguardando Aceite STP,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=5592307,1
23117.085948/2022-39,4574703,Ar condicionado Dires,Material: Recolhimento de Material ao Depósito,,FAZER TBP,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=4574703,1
23117.086240/2025-48,7683163,(Não Visualizado) FAEPU - COLETA,Material: Recolhimento de Material ao Depósito,,COLETA DE BENS,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=7683163,1
23117.086672/2025-59,7688697,(Não Visualizado),Material: Recolhimento de Material ao Depósito,,,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=7688697,1
23117.086691/2023-13,5617613,coleta de bens em desuso,Material: Recolhimento de Material ao Depósito,cpetrag,Aguardando Aceite STP,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=5617613,1
23117.087523/2023-45,5626503,(Não Visualizado),Material: Recolhimento de Material ao Depósito,,COLETA DE BENS,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=5626503,1
23117.087692/2023-85,5628893,Baixa de materiais,Material: Recolhimento de Material ao Depósito,cpetrag,Aguardando Aceite STP,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=5628893,1
23117.087806/2023-97,5630185,Solicito retirada de bem em desuso - Estabilizador,Material: Recolhimento de Material ao Depósito,genilson.rosa,Aguardando Aceite STP,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=5630185,1
23117.088131/2023-01,5634791,Solicito retirada de bem em desuso - Celular,Material: Recolhimento de Material ao Depósito,cpetrag,Aguardando Aceite STP,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=5634791,1
23117.088280/2023-62,5636989,Recolhimento de itens para baixa,Material: Recolhimento de Material ao Depósito,genilson.rosa,Aguardando Aceite STP,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=5636989,1
23117.089121/2025-47,7718864,COLETA - FEELT - PATOS DE MINAS,Material: Recolhimento de Material ao Depósito,,COLETA DE BENS,Coleta programada para o dia 11/13/2026,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=7718864,2
23117.089590/2023-02,5650124,(Não Visualizado) DIRAP - COLETA,Material: Recolhimento de Material ao Depósito,,COLETA DE BENS,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=5650124,1
23117.089824/2025-75,7728448,PROAE - COLETA,Material: Recolhimento de Material ao Depósito,,COLETA DE BENS,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=7728448,1
23117.090355/2023-75,5658022,COLETA CTIC 2Y,Material: Recolhimento de Material ao Depósito,cpetrag,Aguardando Aceite STP,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=5658022,1
23117.093439/2019-84,1863115,(Não Visualizado) Material utilizado,Material: Recolhimento de Material ao Depósito,,,,https://sei.ufu.br/sei/controlador.php?acao=procedimento_trabalhar&id_procedimento=1863115,1
